Cidade;Descricao;Unidade;Valor
Amaral Ferrador.csv;Matrícula - Ensino fundamental - 2009;Matrículas;973
Amaral Ferrador.csv;Matrícula - Ensino médio - 2009;Matrículas;282
Amaral Ferrador.csv;Docentes - Ensino fundamental - 2009;Docentes;80
Amaral Ferrador.csv;Docentes - Ensino médio - 2009;Docentes;16
Amaral Ferrador.csv;Estabelecimentos de Saúde SUS;estabelecimentos;4
Amaral Ferrador.csv;Nascidos vivos -  registrados - lugar do registro;pessoas;29
Amaral Ferrador.csv;Receitas orçamentárias realizadas - Correntes;Reais;971766051
Amaral Ferrador.csv;Despesas orçamentárias empenhadas - Correntes;Reais;846441513
Amaral Ferrador.csv;Valor do Fundo de Participação dos Municípios  - FPM;Reais;398917557
Amaral Ferrador.csv;Número de unidades locais;Unidades;178
Amaral Ferrador.csv;Pessoal ocupado total;Pessoas;504
Ametista do Sul.csv;Total de endereços urbanos;endereços;1982
Ametista do Sul.csv;Total de endereços rurais;endereços;1846
Ametista do Sul.csv;Total de estabelecimentos de ensino;estabelecimentos;12
Ametista do Sul.csv;Total de estabelecimentos de saúde;estabelecimentos;9
Ametista do Sul.csv;Domicílios particulares permanentes;domicílios;2391
Ametista do Sul.csv;Domicílios particulares permanentes - abastecimento de água - Rede geral;domicílios;1518
Ametista do Sul.csv;Domicílios particulares permanentes - energia elétrica - Tinham;domicílios;2376
Ametista do Sul.csv;População residente ;pessoas;7323
Ametista do Sul.csv;População residente - Homens;pessoas;3732
Ametista do Sul.csv;População residente - Mulheres;pessoas;3591
Ametista do Sul.csv;População residente alfabetizada;pessoas;5986
Ametista do Sul.csv;População residente - cor ou raça - Branca;pessoas;5122
Ametista do Sul.csv;População residente - cor ou raça - Preta;pessoas;115
Ametista do Sul.csv;População residente - cor ou raça - Parda;pessoas;2064
Ametista do Sul.csv;População residente - classes de rendimento nominal mensal - Até 1/4 de salário mínimo ;pessoas;372
Ametista do Sul.csv;População residente - classes de rendimento nominal mensal - Mais de 30 salários mínimos ;pessoas;7
Ametista do Sul.csv;Área da unidade territorial;Km²;93.490
Ametista do Sul.csv;Eleitorado;Eleitores;5843
Ametista do Sul.csv;PIB per capita a preços correntes;Reais;5957.18
Ametista do Sul.csv;Matrícula - Ensino fundamental - 2009;Matrículas;1295
Ametista do Sul.csv;Matrícula - Ensino médio - 2009;Matrículas;352
Ametista do Sul.csv;Docentes - Ensino fundamental - 2009;Docentes;77
Ametista do Sul.csv;Docentes - Ensino médio - 2009;Docentes;26
Ametista do Sul.csv;Estabelecimentos de Saúde SUS;estabelecimentos;5
Ametista do Sul.csv;Nascidos vivos -  registrados - lugar do registro;pessoas;75
Ametista do Sul.csv;Receitas orçamentárias realizadas - Correntes;Reais;1202809000
Ametista do Sul.csv;Despesas orçamentárias empenhadas - Correntes;Reais;908265500
Ametista do Sul.csv;Valor do Fundo de Participação dos Municípios  - FPM;Reais;398917600
Ametista do Sul.csv;Número de unidades locais;Unidades;253
Ametista do Sul.csv;Pessoal ocupado total;Pessoas;826
André da Rocha.csv;Total de endereços urbanos;endereços;242
André da Rocha.csv;Total de endereços rurais;endereços;413
André da Rocha.csv;Total de estabelecimentos de ensino;estabelecimentos;3
André da Rocha.csv;Total de estabelecimentos de saúde;estabelecimentos;1
André da Rocha.csv;Domicílios particulares permanentes;domicílios;425
André da Rocha.csv;Domicílios particulares permanentes - abastecimento de água - Rede geral;domicílios;309
André da Rocha.csv;Domicílios particulares permanentes - energia elétrica - Tinham;domicílios;423
André da Rocha.csv;População residente ;pessoas;1216
André da Rocha.csv;População residente - Homens;pessoas;620
André da Rocha.csv;População residente - Mulheres;pessoas;596
André da Rocha.csv;População residente alfabetizada;pessoas;1065
André da Rocha.csv;População residente - cor ou raça - Branca;pessoas;987
André da Rocha.csv;População residente - cor ou raça - Preta;pessoas;54
André da Rocha.csv;População residente - cor ou raça - Parda;pessoas;154
André da Rocha.csv;População residente - classes de rendimento nominal mensal - Até 1/4 de salário mínimo ;pessoas;29
André da Rocha.csv;População residente - classes de rendimento nominal mensal - Mais de 30 salários mínimos ;pessoas;2
André da Rocha.csv;Área da unidade territorial;Km²;324.327
André da Rocha.csv;Eleitorado;Eleitores;1234
André da Rocha.csv;PIB per capita a preços correntes;Reais;30266.45
André da Rocha.csv;Matrícula - Ensino fundamental - 2009;Matrículas;175
André da Rocha.csv;Matrícula - Ensino médio - 2009;Matrículas;32
André da Rocha.csv;Docentes - Ensino fundamental - 2009;Docentes;17
André da Rocha.csv;Docentes - Ensino médio - 2009;Docentes;10
André da Rocha.csv;Estabelecimentos de Saúde SUS;estabelecimentos;1
André da Rocha.csv;Nascidos vivos -  registrados - lugar do registro;pessoas;6
André da Rocha.csv;Receitas orçamentárias realizadas - Correntes;Reais;658472105
André da Rocha.csv;Despesas orçamentárias empenhadas - Correntes;Reais;445438732
André da Rocha.csv;Valor do Fundo de Participação dos Municípios  - FPM;Reais;382222939
André da Rocha.csv;Número de unidades locais;Unidades;57
André da Rocha.csv;Pessoal ocupado total;Pessoas;230
Antônio Prado.csv;Total de endereços urbanos;endereços;4204
Antônio Prado.csv;Total de endereços rurais;endereços;1721
Antônio Prado.csv;Total de estabelecimentos de ensino;estabelecimentos;12
Antônio Prado.csv;Total de estabelecimentos de saúde;estabelecimentos;35
Antônio Prado.csv;Domicílios particulares permanentes;domicílios;4238
Antônio Prado.csv;Domicílios particulares permanentes - abastecimento de água - Rede geral;domicílios;3517
Antônio Prado.csv;Domicílios particulares permanentes - energia elétrica - Tinham;domicílios;4237
Antônio Prado.csv;População residente ;pessoas;12833
Antônio Prado.csv;População residente - Homens;pessoas;6405
Antônio Prado.csv;População residente - Mulheres;pessoas;6428
Antônio Prado.csv;População residente alfabetizada;pessoas;11537
Antônio Prado.csv;População residente - cor ou raça - Branca;pessoas;11005
Antônio Prado.csv;População residente - cor ou raça - Preta;pessoas;304
Antônio Prado.csv;População residente - cor ou raça - Parda;pessoas;1504
Antônio Prado.csv;População residente - classes de rendimento nominal mensal - Até 1/4 de salário mínimo ;pessoas;147
Antônio Prado.csv;População residente - classes de rendimento nominal mensal - Mais de 30 salários mínimos ;pessoas;13
Antônio Prado.csv;Área da unidade territorial;Km²;347.618
Antônio Prado.csv;Eleitorado;Eleitores;10295
Antônio Prado.csv;PIB per capita a preços correntes;Reais;15576.28
Antônio Prado.csv;Matrícula - Ensino fundamental - 2009;Matrículas;1735
Antônio Prado.csv;Matrícula - Ensino médio - 2009;Matrículas;450
Antônio Prado.csv;Docentes - Ensino fundamental - 2009;Docentes;125
Antônio Prado.csv;Docentes - Ensino médio - 2009;Docentes;45
Antônio Prado.csv;Estabelecimentos de Saúde SUS;estabelecimentos;9
Antônio Prado.csv;Nascidos vivos -  registrados - lugar do registro;pessoas;139
Antônio Prado.csv;Receitas orçamentárias realizadas - Correntes;Reais;2091266006
Antônio Prado.csv;Despesas orçamentárias empenhadas - Correntes;Reais;1542831554
Antônio Prado.csv;Valor do Fundo de Participação dos Municípios  - FPM;Reais;664862595
Antônio Prado.csv;Número de unidades locais;Unidades;749
Antônio Prado.csv;Pessoal ocupado total;Pessoas;3611
Anta Gorda.csv;Total de endereços urbanos;endereços;1122
Anta Gorda.csv;Total de endereços rurais;endereços;1416
Anta Gorda.csv;Total de estabelecimentos de ensino;estabelecimentos;7
Anta Gorda.csv;Total de estabelecimentos de saúde;estabelecimentos;12
Anta Gorda.csv;Domicílios particulares permanentes;domicílios;1929
Anta Gorda.csv;Domicílios particulares permanentes - abastecimento de água - Rede geral;domicílios;1668
Anta Gorda.csv;Domicílios particulares permanentes - energia elétrica - Tinham;domicílios;1929
Anta Gorda.csv;População residente ;pessoas;6073
Anta Gorda.csv;População residente - Homens;pessoas;3025
Anta Gorda.csv;População residente - Mulheres;pessoas;3048
Anta Gorda.csv;População residente alfabetizada;pessoas;5445
Anta Gorda.csv;População residente - cor ou raça - Branca;pessoas;5828
Anta Gorda.csv;População residente - cor ou raça - Preta;pessoas;56
Anta Gorda.csv;População residente - cor ou raça - Parda;pessoas;186
Anta Gorda.csv;População residente - classes de rendimento nominal mensal - Até 1/4 de salário mínimo ;pessoas;56
Anta Gorda.csv;População residente - classes de rendimento nominal mensal - Mais de 30 salários mínimos ;pessoas;2
Anta Gorda.csv;Área da unidade territorial;Km²;242.965
Anta Gorda.csv;Eleitorado;Eleitores;5036
Anta Gorda.csv;PIB per capita a preços correntes;Reais;14989.48
Anta Gorda.csv;Matrícula - Ensino fundamental - 2009;Matrículas;695
Anta Gorda.csv;Matrícula - Ensino médio - 2009;Matrículas;241
Anta Gorda.csv;Docentes - Ensino fundamental - 2009;Docentes;58
Anta Gorda.csv;Docentes - Ensino médio - 2009;Docentes;26
Anta Gorda.csv;Estabelecimentos de Saúde SUS;estabelecimentos;5
Anta Gorda.csv;Nascidos vivos -  registrados - lugar do registro;pessoas;42
Anta Gorda.csv;Receitas orçamentárias realizadas - Correntes;Reais;1130552078
Anta Gorda.csv;Despesas orçamentárias empenhadas - Correntes;Reais;904516154
Anta Gorda.csv;Valor do Fundo de Participação dos Municípios  - FPM;Reais;398917557
Anta Gorda.csv;Número de unidades locais;Unidades;206
Anta Gorda.csv;Pessoal ocupado total;Pessoas;1185
Arambaré.csv;Total de endereços urbanos;endereços;3656
Arambaré.csv;Total de endereços rurais;endereços;593
Arambaré.csv;Total de estabelecimentos de ensino;estabelecimentos;8
Arambaré.csv;Total de estabelecimentos de saúde;estabelecimentos;1
Arambaré.csv;Domicílios particulares permanentes;domicílios;1331
Arambaré.csv;Domicílios particulares permanentes - abastecimento de água - Rede geral;domicílios;1028
Arambaré.csv;Domicílios particulares permanentes - energia elétrica - Tinham;domicílios;1328
Arambaré.csv;População residente ;pessoas;3693
Arambaré.csv;População residente - Homens;pessoas;1854
Arambaré.csv;População residente - Mulheres;pessoas;1839
Arambaré.csv;População residente alfabetizada;pessoas;3226
Arambaré.csv;População residente - cor ou raça - Branca;pessoas;3086
Arambaré.csv;População residente - cor ou raça - Preta;pessoas;449
Arambaré.csv;População residente - cor ou raça - Parda;pessoas;155
Arambaré.csv;População residente - classes de rendimento nominal mensal - Até 1/4 de salário mínimo ;pessoas;85
Arambaré.csv;População residente - classes de rendimento nominal mensal - Mais de 30 salários mínimos ;pessoas;3
Arambaré.csv;Área da unidade territorial;Km²;519.126
Arambaré.csv;Eleitorado;Eleitores;2905
Arambaré.csv;PIB per capita a preços correntes;Reais;15844.39
Arambaré.csv;Matrícula - Ensino fundamental - 2009;Matrículas;638
Arambaré.csv;Matrícula - Ensino médio - 2009;Matrículas;195
Arambaré.csv;Docentes - Ensino fundamental - 2009;Docentes;41
Arambaré.csv;Docentes - Ensino médio - 2009;Docentes;16
Arambaré.csv;Estabelecimentos de Saúde SUS;estabelecimentos;2
Arambaré.csv;Nascidos vivos -  registrados - lugar do registro;pessoas;
Arambaré.csv;Receitas orçamentárias realizadas - Correntes;Reais;938752338
Arambaré.csv;Despesas orçamentárias empenhadas - Correntes;Reais;796084361
Arambaré.csv;Valor do Fundo de Participação dos Municípios  - FPM;Reais;398385879
Arambaré.csv;Número de unidades locais;Unidades;182
Arambaré.csv;Pessoal ocupado total;Pessoas;488
Araricá.csv;Total de endereços urbanos;endereços;1923
Araricá.csv;Total de endereços rurais;endereços;384
Araricá.csv;Total de estabelecimentos de ensino;estabelecimentos;6
Araricá.csv;Total de estabelecimentos de saúde;estabelecimentos;2
Araricá.csv;Domicílios particulares permanentes;domicílios;1688
Araricá.csv;Domicílios particulares permanentes - abastecimento de água - Rede geral;domicílios;19
Araricá.csv;Domicílios particulares permanentes - energia elétrica - Tinham;domicílios;1684
Araricá.csv;População residente ;pessoas;4864
Araricá.csv;População residente - Homens;pessoas;2456
Araricá.csv;População residente - Mulheres;pessoas;2408
Araricá.csv;População residente alfabetizada;pessoas;4198
Araricá.csv;População residente - cor ou raça - Branca;pessoas;4219
Araricá.csv;População residente - cor ou raça - Preta;pessoas;118
Araricá.csv;População residente - cor ou raça - Parda;pessoas;515
Araricá.csv;População residente - classes de rendimento nominal mensal - Até 1/4 de salário mínimo ;pessoas;50
Araricá.csv;População residente - classes de rendimento nominal mensal - Mais de 30 salários mínimos ;pessoas;2
Araricá.csv;Área da unidade territorial;Km²;35.291
Araricá.csv;Eleitorado;Eleitores;3990
Araricá.csv;PIB per capita a preços correntes;Reais;9589.34
Araricá.csv;Matrícula - Ensino fundamental - 2009;Matrículas;1061
Araricá.csv;Matrícula - Ensino médio - 2009;Matrículas;248
Araricá.csv;Docentes - Ensino fundamental - 2009;Docentes;81
Araricá.csv;Docentes - Ensino médio - 2009;Docentes;24
Araricá.csv;Estabelecimentos de Saúde SUS;estabelecimentos;2
Araricá.csv;Nascidos vivos -  registrados - lugar do registro;pessoas;
Araricá.csv;Receitas orçamentárias realizadas - Correntes;Reais;976345506
Araricá.csv;Despesas orçamentárias empenhadas - Correntes;Reais;814113237
Araricá.csv;Valor do Fundo de Participação dos Municípios  - FPM;Reais;397602964
Araricá.csv;Número de unidades locais;Unidades;207
Araricá.csv;Pessoal ocupado total;Pessoas;1662
Aratiba.csv;Total de endereços urbanos;endereços;1639
Aratiba.csv;Total de endereços rurais;endereços;1309
Aratiba.csv;Total de estabelecimentos de ensino;estabelecimentos;14
Aratiba.csv;Total de estabelecimentos de saúde;estabelecimentos;7
Aratiba.csv;Domicílios particulares permanentes;domicílios;2164
Aratiba.csv;Domicílios particulares permanentes - abastecimento de água - Rede geral;domicílios;1383
Aratiba.csv;Domicílios particulares permanentes - energia elétrica - Tinham;domicílios;2162
Aratiba.csv;População residente ;pessoas;6565
Aratiba.csv;População residente - Homens;pessoas;3340
Aratiba.csv;População residente - Mulheres;pessoas;3225
Aratiba.csv;População residente alfabetizada;pessoas;6017
Aratiba.csv;População residente - cor ou raça - Branca;pessoas;6032
Aratiba.csv;População residente - cor ou raça - Preta;pessoas;144
Aratiba.csv;População residente - cor ou raça - Parda;pessoas;375
Aratiba.csv;População residente - classes de rendimento nominal mensal - Até 1/4 de salário mínimo ;pessoas;100
Aratiba.csv;População residente - classes de rendimento nominal mensal - Mais de 30 salários mínimos ;pessoas;20
Aratiba.csv;Área da unidade territorial;Km²;341.324
Aratiba.csv;Eleitorado;Eleitores;5429
Aratiba.csv;PIB per capita a preços correntes;Reais;47100.90
Aratiba.csv;Matrícula - Ensino fundamental - 2009;Matrículas;788
Aratiba.csv;Matrícula - Ensino médio - 2009;Matrículas;305
Aratiba.csv;Docentes - Ensino fundamental - 2009;Docentes;65
Aratiba.csv;Docentes - Ensino médio - 2009;Docentes;25
Aratiba.csv;Estabelecimentos de Saúde SUS;estabelecimentos;8
Aratiba.csv;Nascidos vivos -  registrados - lugar do registro;pessoas;55
Aratiba.csv;Receitas orçamentárias realizadas - Correntes;Reais;3081701462
Aratiba.csv;Despesas orçamentárias empenhadas - Correntes;Reais;1952172153
Aratiba.csv;Valor do Fundo de Participação dos Municípios  - FPM;Reais;398917557
Aratiba.csv;Número de unidades locais;Unidades;290
